date,sales
2016-04-01,264279.91599999997
2016-04-02,359878.225
2016-04-03,392994.414
2016-04-04,247443.082
2016-04-05,220949.001
2016-04-06,215699.211
2016-04-07,175785.098
2016-04-08,192404.955
2016-04-09,274315.641
2016-04-10,297001.111
2016-04-11,196110.698
2016-04-12,194133.805
2016-04-13,187170.338
2016-04-14,160391.858
2016-04-15,190298.324
2016-04-16,255095.579
2016-04-17,456372.94
2016-04-18,583222.48
2016-04-19,432782.685
2016-04-20,368663.09
2016-04-21,438060.072
2016-04-22,296335.113
2016-04-23,326432.713
2016-04-24,320549.743
2016-04-25,208363.828
2016-04-26,255922.632
2016-04-27,185792.421
2016-04-28,168068.753
2016-04-29,209276.783
2016-04-30,334747.624
2016-05-01,396734.931
2016-05-02,388655.729
2016-05-03,245255.931
2016-05-04,231889.406
2016-05-05,201917.065
2016-05-06,217377.828
2016-05-07,314144.969
2016-05-08,241711.586
2016-05-09,231751.797
2016-05-10,201814.354
2016-05-11,200429.819
2016-05-12,188538.423
2016-05-13,186155.955
2016-05-14,273155.955
2016-05-15,309885.173
2016-05-16,216245.122
2016-05-17,191060.73
2016-05-18,182586.488
2016-05-19,170046.0
2016-05-20,203102.519
2016-05-21,265413.271
2016-05-22,297504.473
2016-05-23,204000.526
2016-05-24,176731.294
2016-05-25,176417.564
2016-05-26,169389.625
2016-05-27,250266.487
2016-05-28,248640.541
2016-05-29,292585.044
2016-05-30,233479.228
2016-05-31,322106.164
2016-06-01,250838.519
2016-06-02,220441.886
2016-06-03,227693.214
2016-06-04,320767.826
2016-06-05,350095.984
2016-06-06,229653.638
2016-06-07,200907.81
2016-06-08,202898.856
2016-06-09,168121.474
2016-06-10,187708.535
2016-06-11,254645.421
2016-06-12,281858.083
2016-06-13,208204.918
2016-06-14,181913.841
2016-06-15,199789.947
2016-06-16,190493.984
2016-06-17,228070.904
2016-06-18,285047.428
2016-06-19,241542.497
2016-06-20,221944.314
2016-06-21,195091.857
2016-06-22,187238.685
2016-06-23,166914.986
2016-06-24,182702.723
2016-06-25,247566.968
2016-06-26,277241.879
2016-06-27,215076.61
2016-06-28,171104.94
2016-06-29,171586.91
2016-06-30,163818.167
2016-07-01,255760.699
2016-07-02,334946.369
2016-07-03,344155.743
2016-07-04,282466.988
2016-07-05,221474.81
2016-07-06,216890.038
2016-07-07,179363.573
2016-07-08,195270.97
2016-07-09,254903.075
2016-07-10,272714.89400000003
2016-07-11,201102.414
2016-07-12,181702.174
2016-07-13,173891.151
2016-07-14,159965.624
2016-07-15,191860.969
2016-07-16,262718.623
2016-07-17,276929.481
2016-07-18,209950.384
2016-07-19,186922.796
2016-07-20,196880.731
2016-07-21,182387.153
2016-07-22,184784.031
2016-07-23,242640.796
2016-07-24,249064.656
2016-07-25,206929.182
2016-07-26,186028.707
2016-07-27,179774.338
2016-07-28,156665.984
2016-07-29,195220.548
2016-07-30,279494.549
2016-07-31,307874.225
2016-08-01,287706.632
2016-08-02,246720.513
2016-08-03,234551.91700000002
2016-08-04,191749.616
2016-08-05,200934.495
2016-08-06,256030.195
2016-08-07,267916.902
2016-08-08,212254.549
2016-08-09,183625.143
2016-08-10,183366.316
2016-08-11,174516.511
2016-08-12,211558.782
2016-08-13,204230.113
2016-08-14,217862.006
2016-08-15,209894.309
2016-08-16,214910.844
2016-08-17,200585.429
2016-08-18,169873.133
2016-08-19,189593.805
2016-08-20,238124.092
2016-08-21,256910.234
2016-08-22,208539.744
2016-08-23,189743.45
2016-08-24,183629.338
2016-08-25,160226.12900000002
2016-08-26,177844.789
2016-08-27,226705.497
2016-08-28,243416.113
2016-08-29,193011.781
2016-08-30,178158.766
2016-08-31,209312.586
2016-09-01,224855.405
2016-09-02,246898.196
2016-09-03,319453.549
2016-09-04,331800.452
2016-09-05,244673.66
2016-09-06,221549.465
2016-09-07,206077.526
2016-09-08,176583.137
2016-09-09,184969.668
2016-09-10,266900.669
2016-09-11,297666.174
2016-09-12,198351.158
2016-09-13,175934.812
2016-09-14,170787.774
2016-09-15,168851.383
2016-09-16,193851.791
2016-09-17,262554.474
2016-09-18,298820.0
2016-09-19,201940.015
2016-09-20,189259.548
2016-09-21,183985.564
2016-09-22,157583.834
2016-09-23,185657.64
2016-09-24,250405.729
2016-09-25,273407.067
2016-09-26,195676.136
2016-09-27,171192.631
2016-09-28,171837.571
2016-09-29,153914.398
2016-09-30,204209.586
2016-10-01,376487.399
2016-10-02,392774.819
2016-10-03,259260.663
2016-10-04,227062.232
2016-10-05,220673.751
2016-10-06,179258.097
2016-10-07,207228.722
2016-10-08,283341.173
2016-10-09,328798.61
2016-10-10,218986.451
2016-10-11,184607.781
2016-10-12,184546.728
2016-10-13,165917.54
2016-10-14,187897.631
2016-10-15,267296.737
2016-10-16,328004.322
2016-10-17,211547.87
2016-10-18,188088.864
2016-10-19,180780.167
2016-10-20,172086.821
2016-10-21,184723.541
2016-10-22,248149.917
2016-10-23,299180.504
2016-10-24,198551.225
2016-10-25,178507.736
2016-10-26,170707.0
2016-10-27,161035.113
2016-10-28,180171.818
2016-10-29,248688.609
2016-10-30,282533.016
2016-10-31,199818.887
2016-11-01,252354.113
2016-11-02,294122.549
2016-11-03,245076.593
2016-11-04,256548.526
2016-11-05,275166.218
2016-11-06,351095.489
2016-11-07,250798.331
2016-11-08,226945.098
2016-11-09,224668.166
2016-11-10,176812.224
2016-11-11,205336.269
2016-11-12,276217.866
2016-11-13,345032.878
2016-11-14,219897.376
2016-11-15,202823.317
2016-11-16,235505.27
2016-11-17,189332.719
2016-11-18,218481.841
2016-11-19,281438.088
2016-11-20,334426.044
2016-11-21,231283.925
2016-11-22,208830.983
2016-11-23,214367.837
2016-11-24,181074.162
2016-11-25,211344.729
2016-11-26,267974.986
2016-11-27,308257.897
2016-11-28,222589.643
2016-11-29,193324.333
2016-11-30,221747.168
2016-12-01,289689.792
2016-12-02,263266.533
2016-12-03,354348.142
2016-12-04,398378.733
2016-12-05,307665.714
2016-12-06,291190.488
2016-12-07,266602.07
2016-12-08,222288.266
2016-12-09,235245.91
2016-12-10,288835.971
2016-12-11,350255.704
2016-12-12,301380.004
2016-12-13,248243.757
2016-12-14,267589.502
2016-12-15,255609.61800000002
2016-12-16,302208.024
2016-12-17,340408.274
2016-12-18,401211.913
2016-12-19,351702.981
2016-12-20,384623.784
2016-12-21,387603.442
2016-12-22,400889.065
2016-12-23,425386.443
2016-12-24,413170.207
2016-12-26,309767.773
2016-12-27,242792.095
2016-12-28,265759.513
2016-12-29,257006.744
2016-12-30,329599.654
2016-12-31,302232.811
