date,sales
2013-04-29,142972.0
2013-04-30,128434.0
2013-05-01,217274.0
2013-05-02,147836.0
2013-05-03,155859.0
2013-05-04,218874.0
2013-05-05,250530.0
2013-05-06,160731.0
2013-05-07,135374.0
2013-05-08,138804.0
2013-05-09,128308.0
2013-05-10,133719.0
2013-05-11,206691.0
2013-05-12,160069.0
2013-05-13,145115.0
2013-05-14,127139.0
2013-05-15,136767.0
2013-05-16,125700.0
2013-05-17,129706.0
2013-05-18,193969.0
2013-05-19,216205.0
2013-05-20,144910.0
2013-05-21,133407.0
2013-05-22,123455.0
2013-05-23,114071.0
2013-05-24,156277.0
2013-05-25,167502.0
2013-05-26,191257.0
2013-05-27,134052.0
2013-05-28,128291.0
2013-05-29,128057.0
2013-05-30,124240.0
2013-05-31,131910.0
2013-06-01,241945.0
2013-06-02,279006.0
2013-06-03,186352.0
2013-06-04,162192.0
2013-06-05,155995.0
2013-06-06,137716.0
2013-06-07,139320.0
2013-06-08,196910.0
2013-06-09,225824.0
2013-06-10,148821.0
2013-06-11,119943.0
2013-06-12,133679.0
2013-06-13,114605.0
2013-06-14,129117.0
2013-06-15,205172.0
2013-06-16,182123.0
2013-06-17,155589.0
2013-06-18,136462.0
2013-06-19,132881.0
2013-06-20,122119.0
2013-06-21,127186.0
2013-06-22,181200.0
2013-06-23,213296.0
2013-06-24,143532.0
2013-06-25,129784.0
2013-06-26,126869.0
2013-06-27,110225.0
2013-06-28,130347.0
2013-06-29,216112.0
2013-06-30,235350.0
2013-07-01,198430.0
2013-07-02,173436.0
2013-07-03,165998.0
2013-07-04,141496.0
2013-07-05,145819.0
2013-07-06,204807.0
2013-07-07,220156.0
2013-07-08,162422.0
2013-07-09,137158.0
2013-07-10,136937.0
2013-07-11,119535.0
2013-07-12,126853.0
2013-07-13,181261.0
2013-07-14,190910.0
2013-07-15,155243.0
2013-07-16,148885.0
2013-07-17,141149.0
2013-07-18,123744.0
2013-07-19,128487.0
2013-07-20,184001.0
2013-07-21,191093.0
2013-07-22,151645.0
2013-07-23,138908.0
2013-07-24,133100.0
2013-07-25,125871.0
2013-07-26,129625.0
2013-07-27,175141.0
2013-07-28,186782.0
2013-07-29,144950.0
2013-07-30,138611.0
2013-07-31,159494.0
2013-08-01,177339.0
2013-08-02,167221.0
2013-08-03,226060.0
2013-08-04,229233.0
2013-08-05,184445.0
2013-08-06,160962.0
2013-08-07,155984.0
2013-08-08,135759.0
2013-08-09,136376.0
2013-08-10,188444.0
2013-08-11,188859.0
2013-08-12,155685.0
2013-08-13,138901.0
2013-08-14,145002.0
2013-08-15,136350.0
2013-08-16,150442.0
2013-08-17,189804.0
2013-08-18,203410.0
2013-08-19,158636.0
2013-08-20,151836.0
2013-08-21,148460.0
2013-08-22,131654.0
2013-08-23,135880.0
2013-08-24,175486.0
2013-08-25,190173.0
2013-08-26,152035.0
2013-08-27,136873.0
2013-08-28,136123.0
2013-08-29,123874.0
2013-08-30,143644.0
2013-08-31,222660.0
2013-09-01,281386.0
2013-09-02,202893.0
2013-09-03,174844.0
2013-09-04,171256.0
2013-09-05,141539.0
2013-09-06,135338.0
2013-09-07,217721.0
2013-09-08,242912.0
2013-09-09,167227.0
2013-09-10,132116.0
2013-09-11,135840.0
2013-09-12,117198.0
2013-09-13,126928.0
2013-09-14,195744.0
2013-09-15,227439.0
2013-09-16,160807.0
2013-09-17,138036.0
2013-09-18,134113.0
2013-09-19,116532.0
2013-09-20,131968.0
2013-09-21,189253.0
2013-09-22,209907.0
2013-09-23,150952.0
2013-09-24,126860.0
2013-09-25,127884.0
2013-09-26,109111.0
2013-09-27,125237.0
2013-09-28,200897.0
2013-09-29,223989.0
2013-09-30,163667.0
2013-10-01,195094.0
2013-10-02,183250.0
2013-10-03,147603.0
2013-10-04,154158.0
2013-10-05,230613.0
2013-10-06,239430.0
2013-10-07,163390.0
2013-10-08,139930.0
2013-10-09,135876.0
2013-10-10,124548.0
2013-10-11,157738.0
2013-10-12,180792.0
2013-10-13,210418.0
2013-10-14,149882.0
2013-10-15,131444.0
2013-10-16,156212.0
2013-10-17,137936.0
2013-10-18,129684.0
2013-10-19,206716.0
2013-10-20,232408.0
2013-10-21,152863.0
2013-10-22,132607.0
2013-10-23,139082.0
2013-10-24,116862.0
2013-10-25,125357.0
2013-10-26,189224.0
2013-10-27,221444.0
2013-10-28,150498.0
2013-10-29,129183.0
2013-10-30,136866.0
2013-10-31,129270.0
2013-11-01,173174.0
2013-11-02,234523.0
2013-11-03,265131.0
2013-11-04,189845.0
2013-11-05,163730.0
2013-11-06,159801.0
2013-11-07,144997.0
2013-11-08,134951.0
2013-11-09,204292.0
2013-11-10,236555.0
2013-11-11,148526.0
2013-11-12,173880.0
2013-11-13,132467.0
2013-11-14,110943.0
2013-11-15,130018.0
2013-11-16,204575.0
2013-11-17,231236.0
2013-11-18,161045.0
2013-11-19,132915.0
2013-11-20,142848.0
2013-11-21,115530.0
2013-11-22,127682.0
2013-11-23,190846.0
2013-11-24,223320.0
2013-11-25,148975.0
2013-11-26,132674.0
2013-11-27,140011.0
2013-11-28,117639.0
2013-11-29,137851.0
2013-11-30,217342.0
2013-12-01,286167.0
2013-12-02,216197.0
2013-12-03,183287.0
2013-12-04,187341.0
2013-12-05,167626.0
2013-12-06,167687.0
2013-12-07,214232.0
2013-12-08,241127.0
2013-12-09,194529.0
2013-12-10,179114.0
2013-12-11,187114.0
2013-12-12,170830.0
2013-12-13,173821.0
2013-12-14,224230.0
2013-12-15,264777.0
2013-12-16,231939.0
2013-12-17,213594.0
2013-12-18,231703.0
2013-12-19,216391.0
2013-12-20,226210.0
2013-12-21,268193.0
2013-12-22,281751.0
2013-12-23,326975.0
2013-12-24,253813.0
2013-12-26,180885.0
2013-12-27,170992.0
2013-12-28,200073.0
2013-12-29,186041.0
2013-12-30,233052.0
2013-12-31,172115.0
2014-01-01,2050.868
2014-01-02,213404.643
2014-01-03,179260.345
2014-01-04,251921.045
2014-01-05,256585.278
2014-01-06,166233.668
2014-01-07,151394.75
2014-01-08,157935.234
2014-01-09,128311.628
2014-01-10,144222.68600000002
2014-01-11,205520.956
2014-01-12,218941.17
2014-01-13,143755.51
2014-01-14,130313.373
2014-01-15,137684.135
2014-01-16,131886.694
2014-01-17,135357.916
2014-01-18,203627.372
2014-01-19,220564.226
2014-01-20,160243.638
2014-01-21,138798.936
2014-01-22,133569.332
2014-01-23,119643.67
2014-01-24,131311.083
2014-01-25,190358.156
2014-01-26,213715.651
2014-01-27,146502.09100000001
2014-01-28,126338.181
2014-01-29,126163.131
2014-01-30,123772.246
2014-01-31,148887.925
2014-02-01,256851.0
2014-02-02,248317.0
2014-02-03,190119.0
2014-02-04,164475.0
2014-02-05,163276.0
2014-02-06,140052.0
2014-02-07,144172.0
2014-02-08,203002.0
2014-02-09,204805.0
2014-02-10,157329.0
2014-02-11,141461.0
2014-02-12,150832.0
2014-02-13,136744.0
2014-02-14,134676.0
2014-02-15,199589.0
2014-02-16,228898.0
2014-02-17,159552.0
2014-02-18,142660.0
2014-02-19,137339.0
2014-02-20,122709.0
2014-02-21,138643.0
2014-02-22,206765.0
2014-02-23,189756.0
2014-02-24,160387.0
2014-02-25,144183.0
2014-02-26,137388.0
2014-02-27,128556.0
2014-02-28,157641.0
2014-03-01,256367.62
2014-03-02,187048.024
2014-03-03,167436.918
2014-03-04,202531.488
2014-03-05,200008.223
2014-03-06,172114.761
2014-03-07,165106.695
2014-03-08,210480.363
2014-03-09,256410.233
2014-03-10,164843.635
2014-03-11,147308.503
2014-03-12,145951.892
2014-03-13,127546.065
2014-03-14,142112.432
2014-03-15,200421.576
2014-03-16,252046.094
2014-03-17,169681.101
2014-03-18,146901.899
2014-03-19,150083.0
2014-03-20,137602.0
2014-03-21,145650.0
2014-03-22,208507.187
2014-03-23,224975.0
2014-03-24,156108.0
2014-03-25,151558.0
2014-03-26,143434.0
2014-03-27,127985.0
2014-03-28,139169.0
2014-03-29,224356.0
2014-03-30,238544.0
2014-03-31,184557.0
2014-04-01,201303.0
2014-04-02,189762.0
2014-04-03,157767.0
2014-04-04,159170.0
2014-04-05,242559.905
2014-04-06,252288.452
2014-04-07,172829.294
2014-04-08,151860.73
2014-04-09,149209.301
2014-04-10,131258.611
2014-04-11,139961.262
2014-04-12,199503.135
2014-04-13,209424.072
2014-04-14,152127.215
2014-04-15,147955.737
2014-04-16,167263.768
2014-04-17,157121.936
2014-04-18,146116.086
2014-04-19,189214.087
2014-04-20,207761.476
2014-04-21,157465.755
2014-04-22,152248.397
2014-04-23,144898.682
2014-04-24,124214.047
2014-04-25,129255.223
2014-04-26,191267.016
2014-04-27,221021.262
2014-04-28,143015.714
2014-04-29,127428.705
2014-04-30,140873.476
2014-05-01,214125.953
2014-05-02,173204.072
2014-05-03,246982.628
2014-05-04,262712.041
2014-05-05,173156.374
2014-05-06,157850.618
2014-05-07,157965.127
2014-05-08,135852.952
2014-05-09,143334.943
2014-05-10,223453.525
2014-05-11,179325.484
2014-05-12,159673.762
2014-05-13,143731.159
2014-05-14,142714.191
2014-05-15,135952.715
2014-05-16,143318.834
2014-05-17,209695.722
2014-05-18,257103.104
2014-05-19,155866.173
2014-05-20,146326.667
2014-05-21,142186.04
2014-05-22,121345.039
2014-05-23,129510.453
2014-05-24,198249.301
2014-05-25,230505.991
2014-05-26,150889.23
2014-05-27,132293.063
2014-05-28,135091.326
2014-05-29,131757.676
2014-05-30,140414.642
2014-05-31,241763.413
2014-06-01,306797.875
2014-06-02,215400.684
2014-06-03,186400.477
2014-06-04,171302.977
2014-06-05,143893.302
2014-06-06,148551.223
2014-06-07,220285.937
2014-06-08,251435.572
2014-06-09,168775.714
2014-06-10,141111.745
2014-06-11,150427.421
2014-06-12,132170.707
2014-06-13,142197.587
2014-06-14,233762.469
2014-06-15,174075.524
2014-06-16,178652.457
2014-06-17,150291.872
2014-06-18,146416.594
2014-06-19,126229.961
2014-06-20,132474.833
2014-06-21,206283.246
2014-06-22,234033.197
2014-06-23,171778.591
2014-06-24,136591.42
2014-06-25,138148.413
2014-06-26,122298.215
2014-06-27,136884.92
2014-06-28,197320.134
2014-06-29,224852.515
2014-06-30,174566.135
2014-07-01,211118.492
2014-07-02,207607.65
2014-07-03,166570.77
2014-07-04,163260.811
2014-07-05,232429.437
2014-07-06,259219.691
2014-07-07,182997.023
2014-07-08,156724.325
2014-07-09,147495.754
2014-07-10,137333.31
2014-07-11,142173.642
2014-07-12,200277.97
2014-07-13,198140.644
2014-07-14,160575.062
2014-07-15,155674.968
2014-07-16,160011.277
2014-07-17,134884.802
2014-07-18,142279.016
2014-07-19,195653.595
2014-07-20,209452.302
2014-07-21,165257.207
2014-07-22,143777.921
2014-07-23,147211.294
2014-07-24,130897.508
2014-07-25,158443.652
2014-07-26,183208.182
2014-07-27,200817.057
2014-07-28,159291.914
2014-07-29,139970.166
2014-07-30,144675.834
2014-07-31,148789.548
2014-08-01,194549.61
2014-08-02,250274.016
2014-08-03,256528.325
2014-08-04,194758.253
2014-08-05,172059.73
2014-08-06,163604.009
2014-08-07,141737.985
2014-08-08,148536.77
2014-08-09,191434.413
2014-08-10,204078.19
2014-08-11,165159.469
2014-08-12,144019.722
2014-08-13,148610.492
2014-08-14,134948.444
2014-08-15,150539.454
2014-08-16,209292.373
2014-08-17,228234.287
2014-08-18,178067.659
2014-08-19,154376.857
2014-08-20,160558.199
2014-08-21,139609.271
2014-08-22,144489.072
2014-08-23,192693.08
2014-08-24,207980.619
2014-08-25,170413.086
2014-08-26,141621.936
2014-08-27,145863.19
2014-08-28,128539.715
2014-08-29,150088.984
2014-08-30,228368.906
2014-08-31,262205.2
2014-09-01,232282.442
2014-09-02,202188.969
2014-09-03,188844.247
2014-09-04,153925.905
2014-09-05,162324.31
2014-09-06,235002.0
2014-09-07,273031.833
2014-09-08,182036.523
2014-09-09,152091.237
2014-09-10,152450.547
2014-09-11,131443.119
2014-09-12,146642.961
2014-09-13,211011.835
2014-09-14,238522.445
2014-09-15,172886.317
2014-09-16,164652.064
2014-09-17,151873.786
2014-09-18,127511.437
2014-09-19,140880.073
2014-09-20,214422.309
2014-09-21,239885.42
2014-09-22,158563.777
2014-09-23,150617.636
2014-09-24,145839.38999999998
2014-09-25,123486.04
2014-09-26,132717.73
2014-09-27,205203.754
2014-09-28,234939.57
2014-09-29,156842.564
2014-09-30,166144.112
2014-10-01,210338.635
2014-10-02,183239.508
2014-10-03,184117.984
2014-10-04,261196.91999999998
2014-10-05,271484.452
2014-10-06,180661.445
2014-10-07,162944.524
2014-10-08,169377.365
2014-10-09,139604.762
2014-10-10,189613.651
2014-10-11,207148.19
2014-10-12,232021.389
2014-10-13,166249.786
2014-10-14,146941.445
2014-10-15,157706.438
2014-10-16,147783.531
2014-10-17,144721.777
2014-10-18,222195.183
2014-10-19,253396.198
2014-10-20,170413.08
2014-10-21,146239.769
2014-10-22,146106.913
2014-10-23,134994.055
2014-10-24,137916.43
2014-10-25,207274.215
2014-10-26,242157.706
2014-10-27,157552.223
2014-10-28,140708.182
2014-10-29,144904.07
2014-10-30,128963.476
2014-10-31,156894.079
2014-11-01,254523.772
2014-11-02,203896.842
2014-11-03,279290.08
2014-11-04,196242.055
2014-11-05,192031.492
2014-11-06,156729.929
2014-11-07,158240.897
2014-11-08,225631.293
2014-11-09,262113.547
2014-11-10,168551.84
2014-11-11,152839.58
2014-11-12,152588.96
2014-11-13,127547.476
2014-11-14,148903.502
2014-11-15,215316.373
2014-11-16,262897.356
2014-11-17,172156.436
2014-11-18,151923.263
2014-11-19,153757.66
2014-11-20,140895.991
2014-11-21,157390.9
2014-11-22,206783.467
2014-11-23,252159.162
2014-11-24,178736.632
2014-11-25,152522.326
2014-11-26,150021.158
2014-11-27,137306.796
2014-11-28,152752.862
2014-11-29,247310.023
2014-11-30,296472.545
2014-12-01,256739.106
2014-12-02,229001.589
2014-12-03,206374.63999999998
2014-12-04,177516.81100000002
2014-12-05,189880.801
2014-12-06,244068.692
2014-12-07,297920.752
2014-12-08,283360.531
2014-12-09,216729.76
2014-12-10,243304.58000000002
2014-12-11,180672.168
2014-12-12,195975.575
2014-12-13,259350.307
2014-12-14,296407.12
2014-12-15,262157.837
2014-12-16,289587.716
2014-12-17,240130.712
2014-12-18,252697.639
2014-12-19,241662.062
2014-12-20,293856.171
2014-12-21,322799.869
2014-12-22,329471.761
2014-12-23,357665.078
2014-12-24,297332.638
2014-12-26,247370.267
2014-12-27,201440.019
2014-12-28,193133.453
2014-12-29,211201.195
2014-12-30,241128.855
2014-12-31,206517.441
2015-01-01,3125.0
2015-01-02,245045.337
2015-01-03,242694.753
2015-01-04,281467.988
2015-01-05,225516.495
2015-01-06,183796.494
2015-01-07,190431.802
2015-01-08,152895.354
2015-01-09,154820.443
2015-01-10,205914.659
2015-01-11,256980.176
2015-01-12,164664.589
2015-01-13,146325.397
2015-01-14,145297.135
2015-01-15,133404.024
2015-01-16,146869.574
2015-01-17,228093.182
2015-01-18,255311.337
2015-01-19,170050.405
2015-01-20,156110.283
2015-01-21,156069.895
2015-01-22,136775.237
2015-01-23,151016.786
2015-01-24,219027.085
2015-01-25,235597.166
2015-01-26,158602.944
2015-01-27,137455.463
2015-01-28,141831.882
2015-01-29,128024.548
2015-01-30,156411.67
2015-01-31,248177.476
2015-02-01,322209.277
2015-02-02,216169.954
2015-02-03,186747.715
2015-02-04,176822.579
2015-02-05,154557.487
2015-02-06,157048.207
2015-02-07,229188.483
2015-02-08,244598.635
2015-02-09,182590.533
2015-02-10,156580.066
2015-02-11,156498.351
2015-02-12,148560.357
2015-02-13,181270.135
2015-02-14,207140.818
2015-02-15,159705.413
2015-02-16,152859.071
2015-02-17,182242.01
2015-02-18,193705.531
2015-02-19,173733.524
2015-02-20,181911.508
2015-02-21,216911.094
2015-02-22,266944.007
2015-02-23,177592.818
2015-02-24,160180.866
2015-02-25,153616.62
2015-02-26,134189.587
2015-02-27,162848.152
2015-02-28,248033.087
2015-03-01,331389.762
2015-03-02,219586.628
2015-03-03,197658.689
2015-03-04,191024.683
2015-03-05,164628.436
2015-03-06,170777.912
2015-03-07,253244.349
2015-03-08,259121.929
2015-03-09,191069.84100000001
2015-03-10,182950.254
2015-03-11,165257.651
2015-03-12,148104.89
2015-03-13,160870.571
2015-03-14,237031.183
2015-03-15,261409.549
2015-03-16,185988.03
2015-03-17,168122.935
2015-03-18,162192.898
2015-03-19,146201.015
2015-03-20,179741.725
2015-03-21,242551.206
2015-03-22,255240.134
2015-03-23,185168.658
2015-03-24,165856.095
2015-03-25,162911.69
2015-03-26,143132.866
2015-03-27,162282.692
2015-03-28,230076.009
2015-03-29,260681.794
2015-03-30,180880.057
2015-03-31,184738.814
2015-04-01,232847.405
2015-04-02,211871.603
2015-04-03,196734.626
2015-04-04,256513.49300000002
2015-04-05,263680.072
2015-04-06,207987.493
2015-04-07,181837.975
2015-04-08,187419.366
2015-04-09,151907.571
2015-04-10,161005.293
2015-04-11,228378.698
2015-04-12,255796.74
2015-04-13,175646.771
2015-04-14,162207.786
2015-04-15,173006.826
2015-04-16,162993.238
2015-04-17,169448.603
2015-04-18,238763.281
2015-04-19,267386.763
2015-04-20,191003.335
2015-04-21,168696.603
2015-04-22,162872.983
2015-04-23,148636.952
2015-04-24,156742.763
2015-04-25,220235.349
2015-04-26,240327.143
2015-04-27,163064.675
2015-04-28,145976.658
2015-04-29,149976.626
2015-04-30,162435.039
2015-05-01,259077.491
2015-05-02,276902.81
2015-05-03,297966.859
2015-05-04,218378.546
2015-05-05,198118.46
2015-05-06,195910.238
2015-05-07,165449.144
2015-05-08,172985.113
2015-05-09,259992.975
2015-05-10,206724.41999999998
2015-05-11,191499.08
2015-05-12,165119.674
2015-05-13,159743.46
2015-05-14,139671.848
2015-05-15,170752.936
2015-05-16,255112.214
2015-05-17,289395.68200000003
2015-05-18,181312.817
2015-05-19,162110.127
2015-05-20,170327.635
2015-05-21,150069.802
2015-05-22,153411.168
2015-05-23,234771.618
2015-05-24,264318.525
2015-05-25,174048.198
2015-05-26,152932.952
2015-05-27,155632.078
2015-05-28,140115.033
2015-05-29,180328.181
2015-05-30,285812.716
2015-05-31,345804.68200000003
2015-06-01,240045.134
2015-06-02,216953.905
2015-06-03,200619.96
2015-06-04,171731.817
2015-06-05,177177.366
2015-06-06,254754.738
2015-06-07,299787.413
2015-06-08,197175.062
2015-06-09,172370.166
2015-06-10,165412.586
2015-06-11,137494.046
2015-06-12,156527.644
2015-06-13,227296.65899999999
2015-06-14,262870.546
2015-06-15,180145.231
2015-06-16,183310.603
2015-06-17,169991.914
2015-06-18,148958.904
2015-06-19,166846.158
2015-06-20,247911.135
2015-06-21,211947.96
2015-06-22,192965.976
2015-06-23,173364.278
2015-06-24,163082.842
2015-06-25,140169.208
2015-06-26,152699.079
2015-06-27,222791.096
2015-06-28,262815.985
2015-06-29,171486.523
2015-06-30,186557.54
2015-07-01,245410.095
2015-07-02,204435.0
2015-07-03,209391.215
2015-07-04,291750.531
2015-07-05,283927.351
2015-07-06,223417.047
2015-07-07,193016.525
2015-07-08,196614.342
2015-07-09,171146.667
2015-07-10,174596.214
2015-07-11,221858.944
2015-07-12,251266.732
2015-07-13,181603.563
2015-07-14,164514.262
2015-07-15,174237.801
2015-07-16,165652.515
2015-07-17,176525.57
2015-07-18,231607.333
2015-07-19,250653.532
2015-07-20,195151.691
2015-07-21,171116.69
2015-07-22,166557.221
2015-07-23,154131.57200000001
2015-07-24,171010.769
2015-07-25,219129.332
2015-07-26,243256.484
2015-07-27,183082.723
2015-07-28,164466.755
2015-07-29,162269.064
2015-07-30,154272.318
2015-07-31,198189.444
2015-08-01,313286.902
2015-08-02,310539.311
2015-08-03,239833.199
2015-08-04,210061.041
2015-08-05,197778.866
2015-08-06,169316.263
2015-08-07,183246.191
2015-08-08,222473.985
2015-08-09,196120.485
2015-08-10,225163.404
2015-08-11,190475.889
2015-08-12,178916.517
2015-08-13,158137.523
2015-08-14,214621.183
2015-08-15,280491.477
2015-08-16,266657.285
2015-08-17,205150.612
2015-08-18,181016.014
2015-08-19,178550.626
2015-08-20,164488.009
2015-08-21,178782.938
2015-08-22,223473.238
2015-08-23,243960.112
2015-08-24,193495.072
2015-08-25,177455.627
2015-08-26,169356.366
2015-08-27,158149.191
2015-08-28,170362.516
2015-08-29,247850.507
2015-08-30,278712.112
2015-08-31,230275.514
2015-09-01,270499.49
2015-09-02,245231.05
2015-09-03,210494.676
2015-09-04,205591.187
2015-09-05,300484.444
2015-09-06,329609.528
2015-09-07,219561.581
2015-09-08,191848.293
2015-09-09,188220.482
2015-09-10,162423.037
2015-09-11,172460.212
2015-09-12,254393.549
2015-09-13,281443.496
2015-09-14,190499.348
2015-09-15,190057.826
2015-09-16,195725.615
2015-09-17,167466.165
2015-09-18,175242.737
2015-09-19,262012.87900000002
2015-09-20,286247.781
2015-09-21,203434.068
2015-09-22,177503.527
2015-09-23,179647.413
2015-09-24,154976.789
2015-09-25,169884.701
2015-09-26,240802.707
2015-09-27,274214.751
2015-09-28,180110.13
2015-09-29,163210.316
2015-09-30,189052.631
2015-10-01,248701.812
2015-10-02,245153.329
2015-10-03,360545.262
2015-10-04,377564.83400000003
2015-10-05,248414.7
2015-10-06,207081.421
2015-10-07,200058.988
2015-10-08,177734.963
2015-10-09,252358.647
2015-10-10,253686.158
2015-10-11,287912.85
2015-10-12,205507.766
2015-10-13,166596.174
2015-10-14,188272.939
2015-10-15,170174.248
2015-10-16,195648.954
2015-10-17,280530.377
2015-10-18,312644.61699999997
2015-10-19,203594.256
2015-10-20,191511.262
2015-10-21,179785.03
2015-10-22,162364.692
2015-10-23,177102.068
2015-10-24,244223.171
2015-10-25,292532.473
2015-10-26,187140.097
2015-10-27,181811.45
2015-10-28,163936.873
2015-10-29,155256.371
2015-10-30,184025.813
2015-10-31,283224.663
2015-11-01,256824.33
2015-11-02,232887.607
2015-11-03,312993.707
2015-11-04,243346.024
2015-11-05,193999.069
2015-11-06,192626.271
2015-11-07,285216.557
2015-11-08,322893.759
2015-11-09,203194.57
2015-11-10,180978.383
2015-11-11,204942.683
2015-11-12,146715.346
2015-11-13,173780.904
2015-11-14,250551.654
2015-11-15,308839.368
2015-11-16,209877.564
2015-11-17,181719.796
2015-11-18,187024.692
2015-11-19,166160.78399999999
2015-11-20,188848.715
2015-11-21,248790.57200000001
2015-11-22,293519.172
2015-11-23,212547.451
2015-11-24,176703.127
2015-11-25,177450.623
2015-11-26,153487.728
2015-11-27,187519.365
2015-11-28,247041.302
2015-11-29,313506.061
2015-11-30,233626.427
2015-12-01,272375.783
2015-12-02,265057.075
2015-12-03,213517.332
2015-12-04,243074.58000000002
2015-12-05,293218.406
2015-12-06,344198.986
2015-12-07,266322.762
2015-12-08,218271.373
2015-12-09,216034.13
2015-12-10,228638.516
2015-12-11,210971.007
2015-12-12,277815.188
2015-12-13,327242.042
2015-12-14,280831.388
2015-12-15,247077.766
2015-12-16,267490.004
2015-12-17,280533.962
2015-12-18,308668.201
2015-12-19,331152.939
2015-12-20,361094.281
2015-12-21,337289.325
2015-12-22,362154.403
2015-12-23,367851.184
2015-12-24,341425.748
2015-12-26,268798.225
2015-12-27,237820.279
2015-12-28,223897.335
2015-12-29,239270.182
2015-12-30,273100.393
2015-12-31,249215.56
2016-01-01,3247.0
2016-01-02,309417.194
2016-01-03,347681.912
2016-01-04,272978.806
2016-01-05,234212.722
2016-01-06,220632.777
2016-01-07,183343.476
2016-01-08,194604.367
2016-01-09,277982.051
2016-01-10,310926.818
2016-01-11,201072.649
2016-01-12,181032.288
2016-01-13,174299.275
2016-01-14,156517.984
2016-01-15,179900.482
2016-01-16,262108.866
2016-01-17,296780.623
2016-01-18,199216.618
2016-01-19,176148.616
2016-01-20,202818.498
2016-01-21,154029.367
2016-01-22,171250.134
2016-01-23,250648.18099999998
2016-01-24,269822.866
2016-01-25,183926.533
2016-01-26,167851.858
2016-01-27,167202.089
2016-01-28,147342.729
2016-01-29,182896.50400000002
2016-01-30,282682.646
2016-01-31,316827.105
2016-02-01,262715.744
2016-02-02,226869.889
2016-02-03,218438.255
2016-02-04,189314.288
2016-02-05,212188.512
2016-02-06,270244.338
2016-02-07,196975.541
2016-02-08,179694.609
2016-02-09,213773.579
2016-02-10,221570.756
2016-02-11,194112.377
2016-02-12,203111.89
2016-02-13,253712.534
2016-02-14,274389.572
2016-02-15,216906.481
2016-02-16,208609.541
2016-02-17,197609.707
2016-02-18,164390.699
2016-02-19,184538.157
2016-02-20,251560.286
2016-02-21,284126.734
2016-02-22,204008.43
2016-02-23,186082.85
2016-02-24,182948.03
2016-02-25,162385.525
2016-02-26,175730.956
2016-02-27,262987.933
2016-02-28,288013.308
2016-02-29,215583.564
2016-03-01,281908.06
2016-03-02,261201.044
2016-03-03,210149.586
2016-03-04,217479.873
2016-03-05,310035.22
2016-03-06,321403.911
2016-03-07,227335.73
2016-03-08,191799.819
